location,size,bhk,floors,furnishing,price
Scheme No 114,1000,1,2,Semi Furnished,16110000
Scheme No 114,1200,2,4,Furnished,32900000
Scheme No 114,1000,1,1,Furnished,16510000
Scheme No 114,1000,3,3,Furnished,25200000
Scheme No 114,500,1,3,Unfurnished,8060000
Scheme No 114,1500,3,4,Furnished,43080000
Scheme No 114,1500,2,Ground,Unfurnished,18290000
Scheme No 114,1000,2,3,Semi Furnished,19020000
Scheme No 114,1500,3,1,Unfurnished,21630000
Scheme No 114,1500,3,2,Unfurnished,24110000
Scheme No 114,750,1,4,Furnished,19580000
Scheme No 114,500,1,Ground,Unfurnished,5810000
Scheme No 114,1000,3,Ground,Furnished,14640000
Scheme No 114,1200,3,1,Semi Furnished,18630000
Scheme No 114,600,1,3,Semi Furnished,10870000
Scheme No 114,600,1,4,Unfurnished,10570000
Scheme No 114,750,1,1,Furnished,12380000
Scheme No 114,1200,2,1,Unfurnished,16520000
Scheme No 114,600,1,4,Semi Furnished,12070000
Scheme No 114,600,1,Ground,Furnished,7990000
Scheme No 114,1500,3,Ground,Semi Furnished,19980000
Scheme No 114,750,2,2,Unfurnished,11510000
Scheme No 114,500,1,4,Unfurnished,8810000
Nainod,750,1,Ground,Semi Furnished,5120000
Nainod,600,1,Ground,Semi Furnished,4090000
Nainod,1500,2,3,Unfurnished,17040000
Nainod,1000,3,Ground,Semi Furnished,7500000
Nainod,500,1,2,Unfurnished,4660000
Nainod,500,1,3,Furnished,8810000
Nainod,500,1,1,Unfurnished,3910000
Nainod,600,1,3,Semi Furnished,7690000
Nainod,500,1,4,Unfurnished,6160000
Nainod,1200,3,2,Furnished,19040000
Nainod,750,1,3,Furnished,13220000
Nainod,750,2,Ground,Furnished,6320000
Nainod,1200,2,1,Semi Furnished,11110000
Nainod,1000,1,3,Furnished,17620000
Nainod,1200,2,3,Semi Furnished,16150000
Nainod,1200,3,1,Unfurnished,10320000
Nainod,1500,3,4,Unfurnished,20330000
Nainod,1000,1,2,Semi Furnished,10820000
Nainod,750,2,Ground,Unfurnished,4980000
Nainod,1500,2,1,Furnished,17670000
Nainod,600,1,4,Unfurnished,7390000
Nainod,750,1,2,Unfurnished,6990000
Nainod,750,2,3,Unfurnished,8520000
Nainod,750,1,4,Furnished,15620000
Nainod,1000,3,1,Furnished,12340000
Nainod,750,2,1,Semi Furnished,6950000
Nainod,500,1,Ground,Semi Furnished,3410000
Nainod,600,1,4,Furnished,12490000
Nainod,1000,3,2,Furnished,15860000
Nainod,750,1,1,Unfurnished,5870000
Nainod,1500,3,Ground,Semi Furnished,11250000
Nainod,1000,2,3,Unfurnished,11360000
Pigdambar,1000,3,4,Unfurnished,13390000
Pigdambar,1200,2,1,Furnished,13950000
Pigdambar,600,1,Ground,Unfurnished,3700000
Pigdambar,1200,3,2,Semi Furnished,14090000
Pigdambar,500,1,Ground,Semi Furnished,3340000
Pigdambar,1500,3,Ground,Semi Furnished,11010000
Pigdambar,1000,2,Ground,Furnished,8270000
Pigdambar,1000,3,1,Furnished,12180000
Pigdambar,600,1,2,Furnished,8560000
Pigdambar,750,2,3,Unfurnished,8410000
Pigdambar,1200,3,3,Unfurnished,14090000
Pigdambar,750,2,Ground,Unfurnished,4860000
Pigdambar,600,1,2,Unfurnished,5500000
Pigdambar,600,1,3,Unfurnished,6400000
Pigdambar,500,1,3,Unfurnished,5340000
Pigdambar,600,1,4,Semi Furnished,8800000
Pigdambar,600,1,1,Semi Furnished,5200000
Pigdambar,1200,3,3,Furnished,23070000
Pigdambar,500,1,2,Unfurnished,4590000
Pigdambar,600,1,4,Furnished,12400000
Pigdambar,1200,2,4,Unfurnished,15340000
Pigdambar,1500,3,2,Unfurnished,15140000
Pigdambar,500,1,4,Semi Furnished,7340000
Pigdambar,600,1,Ground,Furnished,4720000
Pigdambar,1000,3,3,Furnished,19220000
Pigdambar,500,1,2,Furnished,7140000
Pigdambar,1200,2,Ground,Furnished,9920000
Pigdambar,1000,2,2,Furnished,14990000
Pigdambar,1000,3,Ground,Semi Furnished,7340000
Pigdambar,600,1,2,Semi Furnished,6400000
Pigdambar,500,1,3,Semi Furnished,6340000
Pigdambar,1000,1,1,Unfurnished,7670000
Kelod Kartal,750,2,2,Unfurnished,8420000
Kelod Kartal,1200,2,Ground,Unfurnished,9690000
Kelod Kartal,750,2,3,Semi Furnished,11180000
Kelod Kartal,600,1,Ground,Unfurnished,4610000
Kelod Kartal,1000,2,Ground,Semi Furnished,8600000
Kelod Kartal,1500,3,2,Unfurnished,17640000
Kelod Kartal,600,1,2,Unfurnished,6410000
Kelod Kartal,1000,1,2,Semi Furnished,12190000
Kelod Kartal,600,1,2,Furnished,9470000
Kelod Kartal,1200,3,3,Semi Furnished,18730000
Kelod Kartal,600,1,4,Furnished,13310000
Kelod Kartal,600,1,3,Unfurnished,7310000
Kelod Kartal,750,1,4,Furnished,16640000
Kelod Kartal,1200,3,2,Semi Furnished,16090000
Kelod Kartal,500,1,Ground,Semi Furnished,4100000
Kelod Kartal,1500,2,Ground,Furnished,14790000
Kelod Kartal,600,1,Ground,Semi Furnished,4910000
Kelod Kartal,1500,3,4,Semi Furnished,26720000
Kelod Kartal,1500,2,3,Semi Furnished,22350000
Kelod Kartal,1000,3,Ground,Furnished,10330000
Kelod Kartal,600,1,3,Semi Furnished,8510000
Kelod Kartal,500,1,2,Unfurnished,5350000
Kelod Kartal,750,1,4,Semi Furnished,12140000
Kelod Kartal,600,1,3,Furnished,11390000
Kelod Kartal,1000,1,4,Semi Furnished,16190000
Kelod Kartal,600,1,4,Semi Furnished,9710000
Kelod Kartal,1200,3,2,Furnished,20840000
Kelod Kartal,1000,3,3,Furnished,20890000
Kelod Kartal,750,2,4,Unfurnished,10780000
Kelod Kartal,750,2,Ground,Semi Furnished,6450000
Kelod Kartal,500,1,3,Furnished,9500000
Kelod Kartal,500,1,1,Unfurnished,4600000
Scheme No 140,600,1,3,Semi Furnished,10940000
Scheme No 140,750,1,3,Unfurnished,12170000
Scheme No 140,1200,3,1,Semi Furnished,18780000
Scheme No 140,1500,2,4,Unfurnished,27930000
Scheme No 140,600,1,2,Semi Furnished,9740000
Scheme No 140,1200,3,Ground,Unfurnished,15480000
Scheme No 140,500,1,4,Furnished,13120000
Scheme No 140,600,1,1,Unfurnished,7940000
Scheme No 140,500,1,2,Unfurnished,7370000
Scheme No 140,1200,2,2,Furnished,24990000
Scheme No 140,750,1,Ground,Unfurnished,8800000
Scheme No 140,1500,2,3,Semi Furnished,28710000
Scheme No 140,1200,3,Ground,Furnished,17730000
Scheme No 140,1500,3,1,Semi Furnished,23480000
Scheme No 140,600,1,1,Furnished,9980000
Scheme No 140,1200,3,4,Unfurnished,23400000
Scheme No 140,1200,2,4,Furnished,33050000
Scheme No 140,750,2,2,Furnished,15620000
Scheme No 140,1500,2,2,Unfurnished,23200000
Scheme No 140,1000,1,2,Semi Furnished,16230000
Scheme No 140,750,1,Ground,Semi Furnished,9170000
Scheme No 140,750,2,Ground,Furnished,10580000
Scheme No 140,1000,2,3,Furnished,24180000
Scheme No 140,1000,2,4,Semi Furnished,21240000
Scheme No 140,1000,3,1,Unfurnished,14550000
Scheme No 140,1000,2,1,Semi Furnished,14940000
Scheme No 140,1200,3,Ground,Semi Furnished,16140000
Scheme No 140,750,1,2,Semi Furnished,12170000
Scheme No 140,1000,2,4,Unfurnished,18620000
Scheme No 140,1500,2,4,Furnished,41310000
Scheme No 140,1500,2,1,Furnished,26190000
Scheme No 140,500,1,1,Furnished,8320000
Arandia,600,1,Ground,Unfurnished,4330000
Arandia,1500,3,1,Semi Furnished,16040000
Arandia,1000,3,4,Unfurnished,14540000
Arandia,1200,3,1,Unfurnished,11510000
Arandia,1200,3,Ground,Semi Furnished,10190000
Arandia,500,1,4,Semi Furnished,7860000
Arandia,750,2,Ground,Unfurnished,5690000
Arandia,1200,2,2,Unfurnished,12880000
Arandia,500,1,1,Unfurnished,4360000
Arandia,1200,2,1,Furnished,15270000
Arandia,750,2,1,Unfurnished,6870000
Arandia,1500,3,2,Unfurnished,16860000
Arandia,1000,2,2,Furnished,16090000
Arandia,1500,2,3,Semi Furnished,21610000
Arandia,600,1,4,Unfurnished,7930000
Arandia,500,1,3,Unfurnished,5860000
Arandia,600,1,1,Unfurnished,5230000
Arandia,1500,3,4,Unfurnished,21810000
Arandia,1200,2,4,Unfurnished,16660000
Arandia,1000,2,1,Unfurnished,9160000
Arandia,750,2,3,Semi Furnished,10810000
Arandia,500,1,2,Furnished,7660000
Arandia,500,1,Ground,Semi Furnished,3860000
Arandia,1500,3,Ground,Semi Furnished,12740000
Arandia,600,1,1,Semi Furnished,5830000
Arandia,500,1,3,Semi Furnished,6860000
Arandia,1500,2,4,Semi Furnished,24760000
Arandia,1000,2,4,Semi Furnished,16510000
Arandia,1000,2,1,Semi Furnished,10210000
Arandia,1200,3,Ground,Unfurnished,9530000
Arandia,1500,2,1,Unfurnished,13740000
Arandia,600,1,1,Furnished,7270000
Pipliya Kumar,1200,3,4,Unfurnished,16350000
Pipliya Kumar,750,1,3,Furnished,13260000
Pipliya Kumar,600,1,4,Semi Furnished,8930000
Pipliya Kumar,1200,2,1,Semi Furnished,11190000
Pipliya Kumar,750,1,1,Semi Furnished,6660000
Pipliya Kumar,1000,3,2,Furnished,15930000
Pipliya Kumar,500,1,1,Unfurnished,3940000
Pipliya Kumar,600,1,3,Furnished,10610000
Pipliya Kumar,1200,2,3,Unfurnished,13710000
Pipliya Kumar,1500,3,1,Semi Furnished,14660000
Pipliya Kumar,1000,2,4,Unfurnished,13000000
Pipliya Kumar,1000,2,3,Furnished,18570000
Pipliya Kumar,1200,3,2,Semi Furnished,14370000
Pipliya Kumar,1000,1,4,Semi Furnished,14880000
Pipliya Kumar,600,1,2,Furnished,8690000
Pipliya Kumar,750,2,4,Unfurnished,9750000
Pipliya Kumar,1500,2,1,Furnished,17770000
Pipliya Kumar,1200,2,1,Unfurnished,9930000
Pipliya Kumar,500,1,Ground,Furnished,4040000
Pipliya Kumar,1000,1,2,Unfurnished,9380000
Pipliya Kumar,500,1,3,Unfurnished,5440000
Pipliya Kumar,1000,3,Ground,Semi Furnished,7570000
Pipliya Kumar,500,1,4,Unfurnished,6190000
Pipliya Kumar,600,1,2,Unfurnished,5630000
Pipliya Kumar,1500,3,Ground,Unfurnished,10530000
Pipliya Kumar,600,1,4,Unfurnished,7430000
Pipliya Kumar,1500,3,Ground,Furnished,13340000
Pipliya Kumar,1500,3,2,Furnished,23900000
Pipliya Kumar,1200,2,2,Unfurnished,11820000
Pipliya Kumar,600,1,2,Semi Furnished,6530000
Pipliya Kumar,1500,2,3,Furnished,27850000
Pipliya Kumar,750,1,Ground,Unfurnished,4790000
Bulandshahr,750,2,1,Unfurnished,6690000
Bulandshahr,600,1,4,Semi Furnished,9300000
Bulandshahr,1200,3,4,Unfurnished,17150000
Bulandshahr,500,1,4,Semi Furnished,7750000
Bulandshahr,1000,2,4,Furnished,22570000
Bulandshahr,1000,1,3,Furnished,18290000
Bulandshahr,1000,3,4,Semi Furnished,17040000
Bulandshahr,600,1,Ground,Semi Furnished,4500000
Bulandshahr,750,2,3,Semi Furnished,10630000
Bulandshahr,600,1,1,Unfurnished,5100000
Bulandshahr,1500,2,4,Semi Furnished,24400000
Bulandshahr,500,1,4,Unfurnished,6500000
Bulandshahr,1500,3,Ground,Semi Furnished,12370000
Bulandshahr,1000,1,Ground,Furnished,8690000
Bulandshahr,750,2,2,Furnished,11890000
Bulandshahr,1500,3,3,Unfurnished,18970000
Bulandshahr,1500,2,3,Furnished,28810000
Bulandshahr,1000,1,3,Unfurnished,11490000
Bulandshahr,1200,2,3,Semi Furnished,17000000
Bulandshahr,750,1,Ground,Unfurnished,5250000
Bulandshahr,750,2,2,Unfurnished,7870000
Bulandshahr,1000,3,Ground,Semi Furnished,8240000
Bulandshahr,1000,3,2,Unfurnished,10990000
Bulandshahr,500,1,2,Furnished,7550000
Bulandshahr,1500,3,3,Semi Furnished,22270000
Bulandshahr,750,1,1,Semi Furnished,7120000
Bulandshahr,600,1,3,Semi Furnished,8100000
Bulandshahr,1000,3,3,Semi Furnished,14840000
Bulandshahr,600,1,2,Semi Furnished,6900000
Bulandshahr,750,1,4,Semi Furnished,11620000
Bulandshahr,1000,3,1,Furnished,13080000
Bulandshahr,1200,3,3,Unfurnished,15170000
Scheme No 71,1500,3,1,Furnished,23540000
Scheme No 71,1500,2,3,Furnished,32550000
Scheme No 71,750,2,3,Unfurnished,10920000
Scheme No 71,1000,2,4,Unfurnished,16130000
Scheme No 71,600,1,1,Semi Furnished,7120000
Scheme No 71,1000,3,3,Unfurnished,15250000
Scheme No 71,1000,2,Ground,Semi Furnished,10360000
Scheme No 71,750,2,Ground,Unfurnished,7370000
Scheme No 71,500,1,2,Semi Furnished,6930000
Scheme No 71,600,1,1,Furnished,8560000
Scheme No 71,500,1,3,Unfurnished,6930000
Scheme No 71,1500,2,1,Unfurnished,17110000
Scheme No 71,600,1,Ground,Unfurnished,5620000
Scheme No 71,500,1,1,Semi Furnished,5930000
Scheme No 71,1500,2,4,Unfurnished,24200000
Scheme No 71,1200,3,2,Semi Furnished,18300000
Scheme No 71,750,2,3,Semi Furnished,12490000
Scheme No 71,1200,2,1,Semi Furnished,14950000
Scheme No 71,500,1,4,Unfurnished,7680000
Scheme No 71,600,1,1,Unfurnished,6520000
Scheme No 71,750,1,2,Unfurnished,9270000
Scheme No 71,600,1,2,Furnished,10480000
Scheme No 71,750,2,1,Semi Furnished,9340000
Scheme No 71,1500,3,3,Unfurnished,22880000
Scheme No 71,500,1,3,Semi Furnished,7930000
Scheme No 71,1200,2,Ground,Semi Furnished,12430000
Scheme No 71,1000,1,2,Semi Furnished,13860000
Scheme No 71,500,1,Ground,Semi Furnished,4930000
Scheme No 71,600,1,Ground,Semi Furnished,5920000
Scheme No 71,1000,2,1,Semi Furnished,12460000
Scheme No 71,600,1,3,Unfurnished,8320000
Scheme No 71,1200,3,3,Semi Furnished,20940000
Manglia,750,2,Ground,Unfurnished,4110000
Manglia,500,1,3,Semi Furnished,5860000
Manglia,1000,3,2,Semi Furnished,10690000
Manglia,500,1,4,Furnished,9860000
Manglia,1000,1,Ground,Semi Furnished,5720000
Manglia,750,2,Ground,Semi Furnished,4500000
Manglia,1000,3,1,Furnished,11130000
Manglia,750,1,3,Furnished,12390000
Manglia,1200,3,Ground,Unfurnished,6890000
Manglia,750,2,4,Unfurnished,8830000
Manglia,750,1,2,Unfurnished,6160000
Manglia,500,1,1,Furnished,5060000
Manglia,750,2,1,Furnished,7970000
Manglia,750,2,3,Unfurnished,7650000
Manglia,1000,2,2,Unfurnished,8630000
Manglia,1500,3,1,Unfurnished,11080000
Manglia,1200,3,2,Semi Furnished,12830000
Manglia,1000,1,3,Furnished,16520000
Manglia,1000,1,4,Semi Furnished,13720000
Manglia,1000,1,3,Unfurnished,9720000
Manglia,1500,2,Ground,Semi Furnished,9000000
Manglia,600,1,3,Semi Furnished,7030000
Manglia,1200,2,3,Furnished,20810000
Manglia,600,1,4,Semi Furnished,8230000
Manglia,600,1,3,Furnished,9910000
Manglia,750,1,2,Semi Furnished,7290000
Manglia,1200,3,3,Semi Furnished,15470000
Manglia,750,1,1,Semi Furnished,5790000
Manglia,1500,3,2,Unfurnished,13560000
Manglia,600,1,2,Unfurnished,4930000
Manglia,750,2,2,Furnished,10490000
Manglia,600,1,1,Furnished,6070000
Nagin Nagar,1500,2,Ground,Unfurnished,12570000
Nagin Nagar,1000,3,3,Furnished,21210000
Nagin Nagar,1500,2,3,Unfurnished,19660000
Nagin Nagar,500,1,4,Furnished,11240000
Nagin Nagar,750,2,2,Furnished,12660000
Nagin Nagar,1200,2,2,Unfurnished,13840000
Nagin Nagar,1200,3,Ground,Unfurnished,10530000
Nagin Nagar,500,1,2,Unfurnished,5490000
Nagin Nagar,500,1,3,Semi Furnished,7240000
Nagin Nagar,600,1,1,Unfurnished,5690000
Nagin Nagar,1500,2,Ground,Furnished,15250000
Nagin Nagar,1200,3,4,Semi Furnished,21750000
Nagin Nagar,500,1,1,Furnished,6440000
Nagin Nagar,750,2,Ground,Unfurnished,6290000
Nagin Nagar,1000,1,1,Furnished,12880000
Nagin Nagar,1500,3,1,Semi Furnished,17290000
Nagin Nagar,500,1,4,Unfurnished,6990000
Nagin Nagar,1500,3,2,Unfurnished,18120000
Nagin Nagar,500,1,Ground,Unfurnished,3990000
Nagin Nagar,750,2,Ground,Furnished,7620000
Nagin Nagar,600,1,4,Unfurnished,8390000
Nagin Nagar,1000,1,Ground,Semi Furnished,8480000
Nagin Nagar,1000,1,3,Unfurnished,12480000
Nagin Nagar,600,1,Ground,Furnished,5810000
Nagin Nagar,500,1,2,Semi Furnished,6240000
Nagin Nagar,500,1,Ground,Furnished,4840000
Nagin Nagar,750,1,4,Unfurnished,10490000
Nagin Nagar,600,1,2,Semi Furnished,7490000
Nagin Nagar,1200,2,Ground,Semi Furnished,10690000
Nagin Nagar,600,1,4,Semi Furnished,9890000
Nagin Nagar,1000,1,2,Unfurnished,10980000
Nagin Nagar,1000,1,1,Semi Furnished,10480000
Chhatribagh,1500,3,Ground,Semi Furnished,24650000
Chhatribagh,1500,2,Ground,Furnished,25420000
Chhatribagh,600,1,3,Semi Furnished,12570000
Chhatribagh,600,1,2,Furnished,13530000
Chhatribagh,600,1,2,Unfurnished,10470000
Chhatribagh,1200,3,1,Semi Furnished,22360000
Chhatribagh,500,1,2,Semi Furnished,9470000
Chhatribagh,750,2,2,Semi Furnished,14920000
Chhatribagh,600,1,3,Unfurnished,11370000
Chhatribagh,500,1,4,Semi Furnished,11470000
Chhatribagh,1000,1,2,Semi Furnished,18940000
Chhatribagh,500,1,3,Furnished,12870000
Chhatribagh,1200,3,4,Unfurnished,26980000
Chhatribagh,1200,3,1,Furnished,25530000
Chhatribagh,1200,2,Ground,Furnished,20340000
Chhatribagh,1500,2,1,Unfurnished,25110000
Chhatribagh,600,1,2,Semi Furnished,11370000
Chhatribagh,1000,2,4,Unfurnished,21460000
Chhatribagh,1200,2,3,Furnished,32430000
Chhatribagh,600,1,1,Semi Furnished,10170000
Chhatribagh,600,1,1,Unfurnished,9570000
Chhatribagh,1200,3,3,Unfurnished,25000000
Chhatribagh,600,1,1,Furnished,11610000
Chhatribagh,750,1,3,Semi Furnished,15710000
Chhatribagh,500,1,2,Unfurnished,8720000
Chhatribagh,1200,3,2,Furnished,29760000
Chhatribagh,750,2,3,Furnished,20270000
Chhatribagh,1500,3,3,Semi Furnished,34550000
Chhatribagh,600,1,Ground,Semi Furnished,8970000
Chhatribagh,750,1,Ground,Furnished,12110000
Chhatribagh,1200,3,4,Furnished,38200000
Chhatribagh,500,1,4,Furnished,14470000
Tejaji Nagar,750,2,3,Unfurnished,9060000
Tejaji Nagar,1500,2,2,Unfurnished,15760000
Tejaji Nagar,1000,2,1,Unfurnished,8930000
Tejaji Nagar,600,1,Ground,Furnished,5220000
Tejaji Nagar,500,1,2,Semi Furnished,5750000
Tejaji Nagar,500,1,4,Semi Furnished,7750000
Tejaji Nagar,500,1,2,Furnished,7550000
Tejaji Nagar,1000,2,4,Furnished,22580000
Tejaji Nagar,1200,2,Ground,Unfurnished,8830000
Tejaji Nagar,1500,3,3,Unfurnished,18990000
Tejaji Nagar,1200,3,3,Unfurnished,15190000
Tejaji Nagar,1000,1,3,Semi Furnished,13510000
Tejaji Nagar,600,1,4,Furnished,12900000
Tejaji Nagar,500,1,Ground,Semi Furnished,3750000
Tejaji Nagar,1200,3,Ground,Furnished,11490000
Tejaji Nagar,500,1,1,Semi Furnished,4750000
Tejaji Nagar,1200,2,3,Furnished,23070000
Tejaji Nagar,1500,3,4,Furnished,35490000
Tejaji Nagar,1500,3,3,Furnished,30210000
Tejaji Nagar,750,2,1,Furnished,9380000
Tejaji Nagar,750,2,2,Furnished,11900000
Tejaji Nagar,1500,3,Ground,Semi Furnished,12390000
Tejaji Nagar,750,1,Ground,Semi Furnished,5630000
Tejaji Nagar,750,1,2,Semi Furnished,8630000
Tejaji Nagar,1000,1,Ground,Semi Furnished,7510000
Tejaji Nagar,500,1,2,Unfurnished,5000000
Tejaji Nagar,1000,2,2,Unfurnished,10510000
Tejaji Nagar,600,1,1,Unfurnished,5100000
Tejaji Nagar,1200,3,1,Furnished,15720000
Tejaji Nagar,600,1,4,Unfurnished,7800000
Tejaji Nagar,1500,2,1,Semi Furnished,14980000
Tejaji Nagar,600,1,2,Semi Furnished,6900000
Manglaya Sadak,1200,3,4,Semi Furnished,18110000
Manglaya Sadak,1500,3,Ground,Unfurnished,8610000
Manglaya Sadak,500,1,1,Unfurnished,3360000
Manglaya Sadak,750,1,4,Furnished,14790000
Manglaya Sadak,500,1,4,Furnished,9860000
Manglaya Sadak,1500,3,2,Furnished,21970000
Manglaya Sadak,1000,2,1,Semi Furnished,8100000
Manglaya Sadak,1500,3,1,Furnished,16690000
Manglaya Sadak,1000,3,2,Furnished,14650000
Manglaya Sadak,1200,3,3,Semi Furnished,15470000
Manglaya Sadak,500,1,1,Semi Furnished,3860000
Manglaya Sadak,1000,2,1,Unfurnished,7050000
Manglaya Sadak,1500,2,3,Semi Furnished,18450000
Manglaya Sadak,500,1,2,Unfurnished,4110000
Manglaya Sadak,600,1,2,Unfurnished,4930000
Manglaya Sadak,1200,2,3,Furnished,20810000
Manglaya Sadak,750,2,2,Furnished,10490000
Manglaya Sadak,500,1,2,Furnished,6660000
Manglaya Sadak,600,1,4,Unfurnished,6730000
Manglaya Sadak,1200,3,4,Unfurnished,14810000
Manglaya Sadak,1200,3,4,Furnished,26030000
Manglaya Sadak,1200,3,1,Unfurnished,8870000
Manglaya Sadak,750,2,3,Unfurnished,7650000
Manglaya Sadak,1000,1,2,Unfurnished,8220000
Manglaya Sadak,600,1,3,Furnished,9910000
Manglaya Sadak,1200,2,1,Furnished,12750000
Manglaya Sadak,500,1,1,Furnished,5060000
Manglaya Sadak,750,2,Ground,Unfurnished,4110000
Manglaya Sadak,500,1,2,Semi Furnished,4860000
Manglaya Sadak,1500,3,Ground,Semi Furnished,9430000
Manglaya Sadak,1200,2,2,Furnished,16780000
Manglaya Sadak,600,1,Ground,Unfurnished,3130000
Scheme No 94C,1500,2,3,Semi Furnished,31010000
Scheme No 94C,750,2,2,Unfurnished,12750000
Scheme No 94C,750,2,2,Furnished,16760000
Scheme No 94C,1500,2,2,Unfurnished,25500000
Scheme No 94C,750,2,2,Semi Furnished,13930000
Scheme No 94C,1200,3,2,Unfurnished,21370000
Scheme No 94C,750,2,Ground,Unfurnished,10390000
Scheme No 94C,1000,2,1,Semi Furnished,16470000
Scheme No 94C,500,1,4,Unfurnished,9590000
Scheme No 94C,750,2,3,Furnished,19280000
Scheme No 94C,1000,3,4,Semi Furnished,23860000
Scheme No 94C,1200,3,4,Furnished,36550000
Scheme No 94C,500,1,2,Semi Furnished,8840000
Scheme No 94C,1500,3,Ground,Unfurnished,21760000
Scheme No 94C,1500,2,4,Semi Furnished,34160000
Scheme No 94C,1200,2,1,Furnished,22790000
Scheme No 94C,1200,2,3,Furnished,30850000
Scheme No 94C,750,1,3,Unfurnished,13270000
Scheme No 94C,1000,3,3,Furnished,26940000
Scheme No 94C,1000,3,2,Semi Furnished,19460000
Scheme No 94C,600,1,1,Unfurnished,8810000
Scheme No 94C,600,1,Ground,Furnished,8930000
Scheme No 94C,1000,3,Ground,Semi Furnished,15060000
Scheme No 94C,1500,3,1,Furnished,29850000
Scheme No 94C,750,1,Ground,Furnished,11170000
Scheme No 94C,1000,1,1,Unfurnished,14690000
Scheme No 94C,750,1,4,Unfurnished,14390000
Scheme No 94C,600,1,4,Semi Furnished,13010000
Scheme No 94C,1200,2,Ground,Furnished,18760000
Scheme No 94C,1000,1,4,Furnished,27690000
Scheme No 94C,600,1,3,Unfurnished,10610000
Scheme No 94C,1200,3,3,Unfurnished,23350000
New Rani Bagh,750,2,4,Unfurnished,11980000
New Rani Bagh,1500,3,4,Semi Furnished,29220000
New Rani Bagh,1500,3,1,Semi Furnished,19320000
New Rani Bagh,500,1,4,Unfurnished,7600000
New Rani Bagh,600,1,4,Unfurnished,9120000
New Rani Bagh,1500,2,2,Furnished,27260000
New Rani Bagh,1000,1,3,Unfurnished,13710000
New Rani Bagh,1500,3,3,Semi Furnished,25920000
New Rani Bagh,600,1,2,Unfurnished,7320000
New Rani Bagh,1500,2,3,Unfurnished,21590000
New Rani Bagh,500,1,3,Furnished,10250000
New Rani Bagh,750,2,1,Furnished,11110000
New Rani Bagh,1500,2,2,Unfurnished,19230000
New Rani Bagh,1200,3,2,Furnished,22850000
New Rani Bagh,750,2,2,Unfurnished,9610000
New Rani Bagh,1500,3,3,Furnished,33840000
New Rani Bagh,750,1,3,Semi Furnished,11780000
New Rani Bagh,750,2,Ground,Unfurnished,7250000
New Rani Bagh,500,1,1,Furnished,7050000
New Rani Bagh,750,2,4,Furnished,18670000
New Rani Bagh,1200,2,2,Unfurnished,15380000
New Rani Bagh,1000,1,3,Furnished,20510000
New Rani Bagh,600,1,2,Furnished,10380000
New Rani Bagh,1000,2,1,Furnished,14810000
New Rani Bagh,500,1,2,Unfurnished,6100000
New Rani Bagh,1500,3,1,Unfurnished,17670000
New Rani Bagh,500,1,3,Unfurnished,6850000
New Rani Bagh,1200,2,1,Unfurnished,13490000
New Rani Bagh,750,1,Ground,Semi Furnished,7280000
New Rani Bagh,1200,3,Ground,Semi Furnished,12810000
New Rani Bagh,600,1,3,Furnished,12300000
New Rani Bagh,500,1,Ground,Semi Furnished,4850000
Scheme 78,600,1,1,Semi Furnished,7500000
Scheme 78,1000,2,1,Unfurnished,12080000
Scheme 78,1200,2,4,Unfurnished,20160000
Scheme 78,1200,2,1,Unfurnished,14490000
Scheme 78,1500,2,1,Semi Furnished,19690000
Scheme 78,1000,1,2,Semi Furnished,14500000
Scheme 78,500,1,1,Furnished,7450000
Scheme 78,600,1,1,Furnished,8940000
Scheme 78,1500,3,4,Semi Furnished,30530000
Scheme 78,1500,2,Ground,Semi Furnished,16540000
Scheme 78,500,1,2,Unfurnished,6500000
Scheme 78,600,1,1,Unfurnished,6900000
Scheme 78,1000,3,1,Semi Furnished,13750000
Scheme 78,750,2,2,Unfurnished,10240000
Scheme 78,500,1,2,Furnished,9050000
Scheme 78,600,1,4,Semi Furnished,11100000
Scheme 78,1000,3,4,Furnished,26950000
Scheme 78,500,1,4,Unfurnished,8000000
Scheme 78,1000,3,1,Furnished,16390000
Scheme 78,500,1,1,Semi Furnished,6250000
Scheme 78,500,1,3,Furnished,10650000
Scheme 78,1500,2,Ground,Furnished,18430000
Scheme 78,1200,2,Ground,Furnished,14750000
Scheme 78,1000,1,3,Semi Furnished,16500000
Scheme 78,1200,3,Ground,Unfurnished,13200000
Scheme 78,1500,3,3,Unfurnished,23930000
Scheme 78,500,1,Ground,Semi Furnished,5250000
Scheme 78,1500,2,4,Unfurnished,25200000
Scheme 78,600,1,3,Unfurnished,8700000
Scheme 78,1500,2,1,Furnished,23470000
Scheme 78,1200,3,4,Furnished,32340000
Scheme 78,500,1,3,Unfurnished,7250000
Chhoti Gwaltoli,750,1,Ground,Furnished,8800000
Chhoti Gwaltoli,1500,3,Ground,Furnished,19360000
Chhoti Gwaltoli,600,1,1,Unfurnished,6920000
Chhoti Gwaltoli,500,1,3,Furnished,10670000
Chhoti Gwaltoli,1000,3,Ground,Unfurnished,11040000
Chhoti Gwaltoli,750,2,4,Furnished,19320000
Chhoti Gwaltoli,500,1,3,Unfurnished,7270000
Chhoti Gwaltoli,750,2,1,Unfurnished,9080000
Chhoti Gwaltoli,1000,1,Ground,Furnished,11740000
Chhoti Gwaltoli,500,1,3,Semi Furnished,8270000
